customer_id,usage_mb,avg_usage_mb,device_age_days,num_devices_30d,failed_payments_7d,account_age_days,login_hour,distance_from_usual_km,mac_address,label
CUST-L-01056,1544.952724196184,1338.9392601387601,481,6,0,2147,21,12.388732695058852,AA:BB:CC:BC:5A:F5,0
CUST-L-03154,1317.5280811988139,1604.9198449841506,1033,5,0,177,21,0.8679623597172861,AA:BB:CC:D7:33:75,0
CUST-L-03787,1512.7867569236118,2005.9372849747492,806,5,0,1347,23,6.622207101110195,AA:BB:CC:62:CB:B0,0
CUST-F-04189,16101.94268062498,1393.5844112852776,5,15,6,13,2,60.45212676688996,FF:FF:FF:1D:39:1A,1
CUST-F-02825,15180.899265677854,1038.9174816535788,4,15,1,38,4,159.05898954601352,FF:FF:FF:B1:43:04,1
CUST-F-02539,12210.76899624194,636.263599751573,1,8,5,40,5,50.0,FF:FF:FF:E5:3A:56,1
CUST-F-02231,12893.785665620062,1687.243405491733,4,14,7,12,0,205.49330077930074,FF:FF:FF:50:92:5D,1
CUST-L-00764,1602.2374224006317,1395.7706488541417,293,5,0,1985,9,0.25310194840961386,AA:BB:CC:66:C9:19,0
CUST-F-00019,13888.482945588585,808.5190520211668,6,16,3,42,0,50.0,FF:FF:FF:A0:C9:DA,1
CUST-L-04903,1554.8786260616873,1608.3141405599056,572,4,0,180,6,6.152158460271073,AA:BB:CC:6B:FD:F3,0
CUST-F-03093,14651.326054074514,1648.967453678062,1,16,5,44,23,71.23385979712823,FF:FF:FF:23:C4:0B,1
CUST-F-01843,7456.262947324483,1926.0347685464533,3,13,2,8,5,118.3190772037591,FF:FF:FF:39:85:78,1
CUST-L-02165,1874.163426342735,1732.1075673296305,437,5,0,2534,13,8.851750937495446,AA:BB:CC:E6:B5:F0,0
CUST-L-01862,1923.7539209883018,1963.9301688468154,1014,5,1,1593,6,0.3655390548812076,AA:BB:CC:47:E3:94,0
CUST-F-02850,11587.319956197172,1696.1475083574662,6,13,5,39,3,50.0,FF:FF:FF:60:05:16,1
CUST-F-04123,10407.144930019052,1563.3174115026363,6,14,3,16,23,94.25822974965597,FF:FF:FF:5C:0F:0B,1
CUST-L-02340,1943.8386431556578,1131.016653522533,1126,6,0,614,13,5.23950867285217,AA:BB:CC:0C:13:D2,0
CUST-F-00527,11992.328839702344,1237.7798836244613,0,17,6,7,5,50.0,FF:FF:FF:B8:6C:CF,1
CUST-F-01743,11894.356499091104,1300.3114084255324,6,16,4,21,0,50.0,FF:FF:FF:E4:EE:8D,1
CUST-L-04003,2171.6494999243273,1156.218729497971,1086,4,0,1945,13,3.8185440324943185,AA:BB:CC:A0:5F:86,0
CUST-L-01123,1429.2511913475441,1420.6902919459799,684,4,0,1525,2,0.754464529370968,AA:BB:CC:EC:55:C8,0
CUST-F-03709,12206.242305145686,1453.0647742192018,1,12,3,12,2,50.0,FF:FF:FF:9E:1A:DE,1
CUST-L-04049,1518.3044566242615,1279.441068551305,395,3,0,943,22,0.5386835643239826,AA:BB:CC:F7:E1:67,0
CUST-F-02640,6880.159171279175,1224.388973282362,4,10,3,25,0,173.54334469825895,FF:FF:FF:F3:5B:4B,1
CUST-L-00765,964.916661085745,1539.7558157484173,383,5,0,775,7,0.6628312176707896,AA:BB:CC:51:77:A1,0
CUST-L-02344,1743.5207129989506,1666.871740491984,502,6,0,543,0,7.490330663125466,AA:BB:CC:1F:59:F7,0
CUST-L-04071,1452.80465014546,800.0,197,4,0,1522,12,4.4967111857134405,AA:BB:CC:E0:02:51,0
CUST-F-02216,16921.631372382948,1746.2770091658708,1,18,5,44,3,50.0,FF:FF:FF:EA:BF:C6,1
CUST-L-04216,1862.8562107328657,1073.0223526939453,669,6,0,1192,12,3.480778255728818,AA:BB:CC:1C:64:EE,0
CUST-F-02952,20117.845778131596,1746.7169371333225,5,10,7,16,5,50.0,FF:FF:FF:F6:9E:0F,1
CUST-F-00970,12209.4989506395,1218.054816733988,5,15,3,34,3,338.4568645508964,FF:FF:FF:DB:40:C9,1
CUST-L-03350,1519.4829262652229,1571.5065279835715,30,3,0,1272,7,0.05951087715601344,AA:BB:CC:0E:E2:33,0
CUST-L-04695,1608.3003310894321,1619.439503102497,238,5,0,2277,21,1.3708531900357692,AA:BB:CC:7C:E9:5D,0
CUST-L-03399,1351.6980149451917,1731.1506641567382,773,6,0,2516,11,2.6004681706673853,AA:BB:CC:94:3A:5A,0
CUST-L-04081,1758.185256701089,1418.6985645334819,890,6,0,1114,14,1.702434757699702,AA:BB:CC:73:6E:04,0
CUST-F-04149,5568.100889463515,1723.431971355135,4,18,2,9,23,120.39771179458425,FF:FF:FF:62:6C:A6,1
CUST-L-01224,1229.7309014086275,1507.1593263568745,818,5,0,2551,19,3.801702287398782,AA:BB:CC:50:0F:1F,0
CUST-F-01292,17071.288886835282,1318.0224175540861,4,17,2,42,23,50.0,FF:FF:FF:65:06:D5,1
CUST-L-03122,1706.2957453527038,1340.2220997235675,1170,3,0,606,12,1.2114431412246667,AA:BB:CC:2F:D7:1A,0
CUST-L-00510,1031.712494101667,1620.7096045259468,310,5,0,2115,9,2.064156192622932,AA:BB:CC:6C:4E:E4,0
CUST-F-00794,13940.223144174332,1585.7207322062604,3,9,5,29,23,361.4682631689325,FF:FF:FF:6D:71:4E,1
CUST-F-03181,6265.242367888362,1738.870589544479,3,15,4,26,1,130.0511333713718,FF:FF:FF:ED:34:EE,1
CUST-F-04417,12721.896373290467,1608.1548315114362,1,13,3,14,4,55.35348598165037,FF:FF:FF:CB:43:EF,1
CUST-L-00096,1103.1901162936792,1822.7116874479184,947,5,0,1004,15,4.600073655822183,AA:BB:CC:F8:43:14,0
CUST-F-01681,12033.12894139929,936.6047888062467,1,9,5,39,3,107.61783976514299,FF:FF:FF:28:28:1A,1
CUST-L-01512,1768.6815729943037,1624.0419879316514,670,6,0,616,7,0.27363145099648073,AA:BB:CC:C8:08:DF,0
CUST-F-03791,15697.734172702676,1863.1778634702557,1,12,3,6,4,50.0,FF:FF:FF:86:6B:33,1
CUST-L-00119,1428.1933117580927,1696.1958696705346,436,3,0,2003,22,3.150742822844615,AA:BB:CC:BD:99:28,0
CUST-F-02791,23202.771475917645,2238.812861710954,2,9,3,22,4,50.0,FF:FF:FF:69:2A:65,1
CUST-F-01517,15192.723001563252,1497.7962402073238,4,12,4,7,4,124.34076413501896,FF:FF:FF:C6:34:E8,1
CUST-L-00033,1255.8681815256366,1484.1835871987587,954,6,0,278,14,0.74253646450792,AA:BB:CC:29:60:3C,0
CUST-F-02887,15481.339107416923,1722.544166030806,1,12,2,11,2,375.8640057522479,FF:FF:FF:E9:ED:6E,1
CUST-F-01830,10450.060220313353,1558.243335160718,6,8,3,6,0,203.80530566955986,FF:FF:FF:EC:68:97,1
CUST-F-00421,17604.042345037004,1598.7002703425783,3,10,3,31,5,50.0,FF:FF:FF:8A:72:A5,1
CUST-L-01068,1933.5377870779603,1154.095385420211,710,3,0,2358,14,3.834081335857813,AA:BB:CC:D0:81:4F,0
CUST-L-01347,1280.3143855793774,1429.5211715255184,57,5,0,2948,19,1.758359711585106,AA:BB:CC:3B:93:57,0
CUST-L-04747,1130.921955720427,1259.0396029172289,1088,3,0,1479,4,6.856568648409045,AA:BB:CC:CF:F9:52,0
CUST-F-01005,11049.709103091365,1984.2725429167515,2,10,2,13,1,125.91389526073463,FF:FF:FF:AE:3B:01,1
CUST-F-01039,11317.240847875177,1965.2933699919092,2,15,7,43,3,375.7291985653266,FF:FF:FF:32:67:06,1
CUST-L-03817,1555.0026641995264,1124.0033312935113,1033,5,0,2018,4,5.300625288338934,AA:BB:CC:F9:84:EF,0
CUST-F-03446,8739.667653072012,1656.95633800923,3,16,4,3,4,213.02877359346402,FF:FF:FF:9B:2B:12,1
CUST-F-00269,13388.238345056707,1531.841783528697,5,11,4,21,0,75.7190319493001,FF:FF:FF:5E:57:64,1
CUST-F-01897,6516.892207727552,1800.3005914553487,2,18,6,16,4,50.0,FF:FF:FF:C0:FE:69,1
CUST-F-00309,11992.854372243104,2079.2699315941645,4,16,3,44,5,85.63321313790539,FF:FF:FF:84:84:A5,1
CUST-L-00031,1378.0754950846153,1746.1797884992968,1118,4,0,1014,12,14.203139532801565,AA:BB:CC:F1:AF:31,0
CUST-F-00674,6973.00637851416,1177.0353927773588,5,18,4,20,1,159.8547223799675,FF:FF:FF:E2:1F:65,1
CUST-L-04386,1414.99704788775,1579.1680434034645,292,6,1,2631,10,6.083926262538212,AA:BB:CC:76:7C:14,0
CUST-L-00029,1629.2463009023647,934.1085216049862,73,4,0,1555,14,3.0298058508833723,AA:BB:CC:64:C9:FA,0
CUST-L-04202,1662.1828508841227,1407.2053193836466,337,5,0,2154,17,3.9748069852792596,AA:BB:CC:22:D2:37,0
CUST-F-02507,14444.991016404005,623.0741757552292,0,19,3,35,23,397.2780574696068,FF:FF:FF:D2:49:28,1
CUST-L-00735,1547.4357254715328,942.453618677706,919,3,1,2929,8,3.4915995880990636,AA:BB:CC:0C:B3:03,0
CUST-L-02067,1490.2988643914355,850.7769385580789,829,4,0,2420,2,7.775932920345773,AA:BB:CC:46:AC:6B,0
CUST-L-00106,1214.9933835268257,1767.0081473229552,251,6,0,421,11,1.779602669047201,AA:BB:CC:C2:E5:6C,0
CUST-F-04644,16042.321866545471,1389.9029600016333,0,19,4,23,3,57.626159001577435,FF:FF:FF:39:04:D5,1
CUST-F-03894,9412.70533738727,1883.39772284131,5,18,3,34,0,587.4755455590957,FF:FF:FF:6C:91:E1,1
CUST-F-03020,15144.957243499324,1598.9577484851543,2,10,4,44,3,50.0,FF:FF:FF:99:FC:92,1
CUST-L-02232,1113.9277678390877,1163.2130434235055,136,6,0,1147,20,3.791290076796213,AA:BB:CC:9D:41:42,0
CUST-L-00993,1894.4423614517714,1405.8172635756446,637,4,0,1733,16,6.181237892105738,AA:BB:CC:DB:AB:C5,0
CUST-F-04412,7540.876684357607,1873.0737630487579,1,13,3,18,2,168.32836892176852,FF:FF:FF:B4:54:28,1
CUST-F-02058,14362.938042922931,1209.8289054832471,4,17,4,36,5,262.3147367895974,FF:FF:FF:CE:1E:30,1
CUST-F-01789,11378.30998355017,2317.1711295397527,3,9,3,20,23,273.16087236615056,FF:FF:FF:1B:8E:C0,1
CUST-L-00360,1454.2432402642924,1349.5114330884292,400,5,0,310,12,10.205154713411932,AA:BB:CC:2F:A1:4F,0
CUST-L-00304,1481.6026962513458,1953.643067436576,156,3,0,2942,7,0.6380415669112951,AA:BB:CC:C9:EB:93,0
CUST-L-02627,1939.8608458877045,993.910128417438,436,6,0,2927,13,6.384637686415137,AA:BB:CC:37:22:DC,0
CUST-F-03965,14239.584940305776,949.5268289542161,2,19,4,4,4,100.87995418770338,FF:FF:FF:24:0C:9B,1
CUST-L-04513,1275.3933379890132,1412.1553503041062,30,6,0,735,4,0.34712467043589423,AA:BB:CC:B4:06:6C,0
CUST-F-00910,5000.0,1668.3699917964932,6,18,8,1,3,69.42758909835399,FF:FF:FF:9B:48:B4,1
CUST-F-03313,16354.730985279479,1854.4435745841204,4,17,5,27,0,69.36383973181536,FF:FF:FF:1C:DE:B1,1
CUST-L-03100,1195.1950411775333,1874.1500752107702,530,6,0,261,15,4.377810787103813,AA:BB:CC:EA:58:5B,0
CUST-F-00703,8753.089633970525,2127.4775156746123,4,18,4,36,5,50.0,FF:FF:FF:73:2F:3D,1
CUST-L-03898,1309.0511850455239,1466.873429847477,37,4,0,1237,16,2.506015308090507,AA:BB:CC:FB:7F:E0,0
CUST-F-00440,10857.382766911052,1519.5434740223839,4,9,7,29,5,50.0,FF:FF:FF:B0:64:BD,1
CUST-F-02930,14195.037522831579,1265.6040987318036,4,14,2,41,3,225.99258062565693,FF:FF:FF:9A:DF:CD,1
CUST-L-00621,1509.6323021912804,1556.9269683487958,314,6,0,1755,7,0.24503343129041338,AA:BB:CC:B3:DA:C9,0
CUST-F-02235,14743.376907914153,1211.5248764513603,0,13,4,34,0,176.13748785456468,FF:FF:FF:90:2C:25,1
CUST-L-02498,1335.578120026553,1345.9511246405832,1119,4,0,488,2,3.3906618046534014,AA:BB:CC:3B:3E:14,0
CUST-L-00713,1496.3746047635198,2271.0965942833795,103,4,1,1377,18,3.580903673022792,AA:BB:CC:6C:13:78,0
CUST-F-03403,11137.760657261475,1413.072978224247,6,9,3,12,5,56.41754912030176,FF:FF:FF:F1:80:01,1
CUST-L-02855,1972.612994830662,1277.3200088527065,518,5,0,2542,19,2.413929679777618,AA:BB:CC:C8:A4:10,0
CUST-L-04269,1444.7661203648506,1488.3733007865362,664,5,0,374,16,6.4164965314582005,AA:BB:CC:8A:AD:5F,0
CUST-L-02908,1140.2648621564308,1161.4693091085837,386,6,0,230,12,2.874494405841697,AA:BB:CC:74:B5:42,0
CUST-F-03080,5000.0,1491.256195776492,4,14,4,29,3,274.49132548490655,FF:FF:FF:0E:2B:B8,1
CUST-L-04516,1742.73524651568,1690.3198773484012,760,5,0,2161,7,0.9125470094776944,AA:BB:CC:25:BD:7E,0
CUST-L-01261,1529.2240238873346,1643.135861363841,668,4,0,2702,16,5.003434900429834,AA:BB:CC:30:72:87,0
CUST-L-03160,1484.5296481571359,1327.6599148933988,35,6,0,1560,10,0.5576910335516091,AA:BB:CC:C5:36:51,0
CUST-L-00970,1415.161275255729,1631.2553140101345,482,5,0,2796,13,14.1241296014107,AA:BB:CC:41:5A:C1,0
CUST-L-03912,1357.2752642062148,1116.6543461902058,598,4,0,2199,12,5.928308416887262,AA:BB:CC:24:6F:F1,0
CUST-F-00198,15459.192335884627,1292.875636913744,4,11,5,33,2,88.94877934499877,FF:FF:FF:8F:BF:46,1
CUST-F-03846,5000.0,1905.1235555684011,0,15,2,12,0,50.0,FF:FF:FF:8A:A6:5D,1
CUST-L-00259,1087.5312574890054,1571.7476053731716,825,3,0,2396,18,7.498197728164632,AA:BB:CC:74:22:AF,0
CUST-L-03790,1356.9347930900167,1030.1655558876007,779,5,0,1905,21,3.34177085653883,AA:BB:CC:3E:33:9A,0
CUST-F-04202,12118.90177111308,1519.5629172973217,1,16,5,4,1,50.0,FF:FF:FF:0C:48:BD,1
CUST-L-00487,1629.090407687266,1288.8361976850606,537,4,0,1704,6,0.23417299758862797,AA:BB:CC:46:86:06,0
CUST-F-02907,9260.845875915304,1903.8359191300517,4,18,2,39,2,83.01308904445463,FF:FF:FF:7B:28:95,1
CUST-L-00518,1769.3446225231644,1743.62886380538,798,3,0,1497,14,2.157628785853057,AA:BB:CC:21:5F:44,0
CUST-F-03342,12720.760823689385,1332.1687779675106,3,15,6,20,1,98.23414209197634,FF:FF:FF:3C:27:E5,1
CUST-L-00311,1631.726003678873,1189.9093003443265,256,4,0,851,6,8.847414395561957,AA:BB:CC:1C:9A:07,0
CUST-L-03231,1952.9612049360946,1470.7622623459667,98,6,0,878,5,0.6096493283364725,AA:BB:CC:11:A0:E0,0
CUST-F-02932,13624.730022996846,1256.810354573106,6,19,3,18,3,50.0,FF:FF:FF:0E:1E:BC,1
CUST-F-02457,8977.425248471764,2025.2652581870602,6,13,6,6,2,64.56656798565109,FF:FF:FF:C0:B5:AA,1
CUST-F-04783,9609.185704286989,1744.3186153661925,4,19,4,22,5,131.0237199451564,FF:FF:FF:0E:30:92,1
CUST-F-00183,11251.339505326827,2305.198361856224,4,12,2,33,0,50.0,FF:FF:FF:D8:CE:D7,1
CUST-F-03076,11101.47117497864,995.6840039706542,3,8,4,35,5,176.95187679867115,FF:FF:FF:30:D5:F8,1
CUST-F-01501,12184.93245973786,1222.822721588577,5,16,3,23,1,50.0,FF:FF:FF:AE:EE:44,1
CUST-F-01790,7871.658597694523,1062.637024484201,4,12,6,1,23,50.0,FF:FF:FF:70:4F:53,1
CUST-F-02772,17433.40802988832,687.1235385152912,4,18,4,12,2,189.37694279596943,FF:FF:FF:43:61:EE,1
CUST-L-02737,1429.4548060156694,1369.054656490495,337,6,0,959,5,5.161122431370062,AA:BB:CC:37:80:C7,0
